user_id,signup_date,country,device_type,acquisition_channel,age_group,email
1182,2024-02-15,US,tablet,organic_search,45-54,ywelch@example.net
1183,2024-01-01,CA,desktop,social_media,45-54,lgardner@example.net
1184,2024-01-01,CA,desktop,paid_search,35-44,pwebb@example.org
1185,2024-01-01,US,desktop,email,45-54,susantorres@example.com
1186,2024-01-01,AE,desktop,social_media,18-24,williemarshall@example.net
1187,2024-06-09,IN,desktop,paid_search,45-54,linda74@example.org
1188,2024-04-24,US,mobile,email,45-54,davisedward@example.com
1189,2024-02-13,IN,mobile,direct,18-24,baileydiane@example.com
1190,2024-04-06,US,desktop,email,45-54,gbailey@example.com
1191,2024-01-01,UK,tablet,paid_search,35-44,christophermorris@example.com
1192,2024-01-26,US,tablet,social_media,35-44,melissavasquez@example.org
1193,2024-04-03,SG,desktop,direct,35-44,xjones@example.net
1194,2024-05-31,US,mobile,referral,25-34,ugregory@example.net
1195,2024-01-01,AU,mobile,social_media,35-44,woodardcody@example.com
1196,2024-03-10,US,mobile,email,25-34,warnermatthew@example.com
1197,2024-01-01,US,mobile,social_media,45-54,grahamamy@example.org
1198,2024-01-20,US,mobile,paid_search,55+,craiggay@example.org
1199,2024-02-20,BR,desktop,paid_search,35-44,miranda36@example.net
1200,2024-01-01,IN,desktop,social_media,55+,elizabeththomas@example.com
1201,2024-02-24,BR,mobile,social_media,55+,belljennifer@example.net
1202,2024-01-01,BR,desktop,organic_search,18-24,bob70@example.org
1203,2024-03-02,AE,mobile,organic_search,25-34,howardsmith@example.com
1204,2024-01-01,US,desktop,paid_search,18-24,pwhite@example.org
1205,2024-02-23,CA,mobile,organic_search,18-24,elizabeth57@example.com
1206,2024-01-01,UK,mobile,organic_search,25-34,michelevance@example.com
1207,2024-02-08,IN,mobile,email,45-54,kristigonzalez@example.org
1208,2024-01-01,US,mobile,social_media,35-44,sgarcia@example.net
1209,2024-01-01,DE,mobile,paid_search,18-24,melaniewagner@example.net
1210,2024-01-01,US,mobile,email,55+,amy89@example.org
1211,2024-01-01,IN,tablet,organic_search,18-24,ischroeder@example.net
1212,2024-05-23,CA,mobile,organic_search,45-54,donnamiller@example.net
1213,2024-01-01,US,desktop,organic_search,55+,jacob44@example.net
1214,2024-01-01,IN,mobile,email,25-34,danielhaley@example.org
1215,2024-01-01,US,desktop,paid_search,25-34,kevinpreston@example.net
1216,2024-01-01,CA,desktop,organic_search,45-54,annjordan@example.net
1217,2024-05-13,BR,mobile,email,35-44,tayala@example.net
1218,2024-02-04,US,desktop,organic_search,55+,jimmypage@example.org
1219,2024-01-01,CA,mobile,referral,55+,david01@example.net
1220,2024-01-01,IN,mobile,organic_search,18-24,deborah47@example.org
1221,2024-01-01,US,desktop,direct,45-54,calvin59@example.org
1222,2024-03-15,US,mobile,organic_search,35-44,alopez@example.org
1223,2024-01-01,US,desktop,social_media,45-54,michelle99@example.net
1224,2024-01-01,US,desktop,social_media,25-34,patriciajimenez@example.org
1225,2024-01-01,UK,desktop,direct,45-54,joel02@example.com
1226,2024-05-03,UK,mobile,email,35-44,william34@example.com
1227,2024-01-01,DE,desktop,organic_search,45-54,hartmanvictor@example.org
1228,2024-01-01,IN,desktop,paid_search,45-54,justinchristian@example.com
1229,2024-01-01,AE,desktop,referral,45-54,samantha37@example.com
1230,2024-01-01,IN,desktop,email,35-44,stokesjason@example.com
1231,2024-01-01,US,desktop,email,18-24,campbellnicole@example.com
1232,2024-01-01,US,mobile,paid_search,25-34,gharrell@example.org
1233,2024-01-01,US,desktop,organic_search,55+,nwerner@example.net
1234,2024-01-01,UK,mobile,organic_search,45-54,xkirk@example.net
1235,2024-03-28,UK,tablet,social_media,45-54,frazierchristine@example.net
1236,2024-01-01,US,mobile,direct,25-34,dominiquewalker@example.com
1237,2024-01-01,IN,desktop,referral,25-34,maryherrera@example.org
1238,2024-04-23,AE,mobile,organic_search,45-54,linda09@example.net
1239,2024-03-19,US,mobile,paid_search,18-24,torreselaine@example.com
1240,2024-02-21,UK,desktop,email,45-54,sarah81@example.org
1241,2024-01-01,US,desktop,social_media,18-24,randy68@example.org
1242,2024-01-01,IN,desktop,email,55+,olsongregory@example.net
1243,2024-04-28,US,mobile,email,45-54,zvazquez@example.org
1244,2024-01-01,DE,desktop,paid_search,18-24,doughertysteven@example.org
1245,2024-05-21,US,mobile,paid_search,18-24,luceroelizabeth@example.org
1246,2024-01-01,IN,desktop,referral,55+,kelly64@example.org
1247,2024-04-24,FR,mobile,organic_search,35-44,margaret65@example.net
1248,2024-01-01,UK,tablet,paid_search,18-24,matthewscott@example.com
1249,2024-01-01,IN,mobile,organic_search,35-44,colleenpeters@example.com
1250,2024-01-01,CA,mobile,social_media,25-34,wallsnathan@example.net
1251,2024-01-01,BR,desktop,organic_search,45-54,vgonzalez@example.org
1252,2024-04-27,SG,mobile,email,25-34,michael63@example.net
1253,2024-01-01,IN,desktop,email,35-44,ykelly@example.net
1254,2024-01-01,US,desktop,paid_search,55+,jmorris@example.org
1255,2024-01-01,IN,mobile,direct,35-44,smithmichael@example.org
1256,2024-02-21,CA,mobile,referral,18-24,imosley@example.org
1257,2024-01-01,AE,mobile,organic_search,25-34,williamsanthony@example.com
1258,2024-01-01,BR,desktop,organic_search,18-24,samuel94@example.net
1259,2024-06-25,US,desktop,organic_search,18-24,edward01@example.com
1260,2024-01-01,IN,mobile,referral,45-54,fharper@example.com
1261,2024-01-01,IN,mobile,organic_search,25-34,fburgess@example.com
1262,2024-01-01,US,mobile,direct,55+,kdiaz@example.net
1263,2024-05-30,IN,mobile,social_media,35-44,iadams@example.com
1264,2024-03-09,CA,mobile,direct,45-54,singletonjoseph@example.com
1265,2024-02-24,IN,desktop,email,25-34,leekevin@example.net
1266,2024-01-01,US,desktop,paid_search,18-24,rachel24@example.com
1267,2024-01-01,IN,mobile,organic_search,25-34,hoffmanthomas@example.org
1268,2024-04-04,US,tablet,direct,25-34,steven37@example.net
1269,2024-01-01,US,desktop,paid_search,25-34,jordanthomas@example.org
1270,2024-02-15,US,desktop,social_media,18-24,jimenezsean@example.net
1271,2024-06-09,IN,desktop,paid_search,55+,grace13@example.com
1272,2024-01-01,UK,desktop,organic_search,45-54,mwood@example.org
1273,2024-01-01,BR,tablet,organic_search,55+,justin16@example.net
1274,2024-03-20,IN,mobile,paid_search,35-44,jill67@example.com
1275,2024-04-23,AU,mobile,email,45-54,oedwards@example.com
1276,2024-01-01,AU,mobile,direct,25-34,tiffanypatterson@example.net
1277,2024-06-16,UK,desktop,paid_search,25-34,tmitchell@example.org
1278,2024-02-18,IN,desktop,social_media,25-34,johnpage@example.com
1279,2024-04-28,UK,mobile,email,25-34,zhowe@example.org
1280,2024-01-01,US,mobile,social_media,18-24,crystalhanson@example.org
1281,2024-03-23,IN,mobile,social_media,55+,hmurray@example.org
1282,2024-01-01,AE,desktop,organic_search,45-54,mroberts@example.com
1283,2024-01-10,IN,desktop,paid_search,35-44,annahoffman@example.com
1284,2024-02-18,SG,desktop,email,45-54,fsweeney@example.org
1285,2024-02-02,FR,desktop,direct,45-54,jgay@example.com
1286,2024-02-02,US,mobile,organic_search,25-34,robertknapp@example.org
1287,2024-01-01,IN,mobile,referral,18-24,maryward@example.com
1288,2024-05-02,DE,desktop,paid_search,35-44,wilsonscott@example.net
1289,2024-02-02,US,mobile,social_media,25-34,george77@example.org
1290,2024-01-01,US,desktop,social_media,18-24,lshepherd@example.org
1291,2024-01-01,FR,desktop,social_media,45-54,starksavannah@example.org
1292,2024-01-01,US,desktop,organic_search,45-54,qmartinez@example.com
1293,2024-01-01,CA,mobile,paid_search,45-54,qthornton@example.org
1294,2024-06-21,CA,desktop,email,45-54,kfinley@example.org
1295,2024-01-01,CA,desktop,paid_search,45-54,williamseric@example.com
1296,2024-01-01,CA,mobile,email,18-24,weavercatherine@example.net
1297,2024-01-12,UK,mobile,direct,25-34,katherineosborn@example.net
1298,2024-04-27,US,desktop,direct,25-34,colemanalexis@example.org
1299,2024-01-03,US,desktop,paid_search,35-44,sparker@example.com
1300,2024-01-01,US,mobile,referral,55+,kimwalter@example.net
1301,2024-01-01,DE,desktop,organic_search,25-34,thomaschapman@example.com
1302,2024-04-08,IN,desktop,direct,35-44,klewis@example.com
1303,2024-01-01,AU,mobile,organic_search,55+,adamgriffin@example.org
1304,2024-01-01,FR,desktop,social_media,35-44,anthonymacias@example.org
1305,2024-03-09,IN,tablet,organic_search,25-34,ellisjoseph@example.org
1306,2024-01-01,UK,mobile,email,55+,allenpeggy@example.org
1307,2024-05-14,AU,tablet,direct,55+,helenbell@example.com
1308,2024-06-28,DE,desktop,paid_search,18-24,lovetammy@example.com
1309,2024-01-01,FR,tablet,paid_search,35-44,anna84@example.net
1310,2024-06-22,IN,mobile,direct,55+,mendozapaul@example.net
1311,2024-03-28,DE,desktop,email,18-24,kimgonzalez@example.org
1312,2024-01-01,US,mobile,organic_search,25-34,lhayes@example.net
1313,2024-01-01,US,desktop,organic_search,18-24,wcraig@example.org
1314,2024-01-01,US,mobile,paid_search,25-34,mitchellwendy@example.net
1315,2024-01-01,US,mobile,social_media,45-54,williamrivera@example.org
1316,2024-01-01,AE,desktop,paid_search,18-24,tami02@example.org
1317,2024-01-01,DE,tablet,organic_search,25-34,tina54@example.com
1318,2024-01-01,AU,desktop,organic_search,35-44,yuanthony@example.org
1319,2024-04-26,IN,desktop,social_media,55+,nathan36@example.com
1320,2024-01-01,UK,desktop,direct,18-24,annewilliams@example.org
1321,2024-03-31,US,desktop,paid_search,55+,juan90@example.com
1322,2024-01-01,BR,desktop,organic_search,55+,carlsonelizabeth@example.com
1323,2024-03-04,IN,mobile,paid_search,18-24,qhall@example.net
1324,2024-01-01,FR,tablet,paid_search,55+,hodgerachel@example.com
1325,2024-01-01,IN,mobile,paid_search,45-54,qtaylor@example.net
1326,2024-01-01,UK,mobile,paid_search,35-44,chavezaaron@example.net
1327,2024-04-15,DE,desktop,paid_search,45-54,taylorkenneth@example.org
1328,2024-01-01,IN,mobile,email,45-54,michaelpeterson@example.net
1329,2024-01-01,UK,desktop,direct,25-34,stacie30@example.com
1330,2024-01-01,AE,mobile,referral,35-44,jason09@example.net
1331,2024-01-01,US,mobile,social_media,45-54,heidiramirez@example.net
1332,2024-02-14,UK,mobile,organic_search,45-54,ypineda@example.net
1333,2024-01-26,AU,tablet,email,25-34,tshah@example.com
1334,2024-01-01,IN,desktop,organic_search,45-54,william01@example.org
1335,2024-01-01,US,mobile,paid_search,55+,patricia36@example.com
1336,2024-05-03,US,mobile,social_media,45-54,whitakercatherine@example.com
1337,2024-01-03,IN,mobile,paid_search,45-54,ivanwoods@example.net
1338,2024-03-22,US,mobile,organic_search,35-44,tduran@example.net
1339,2024-03-11,UK,mobile,organic_search,18-24,mccormicknicole@example.org
1340,2024-01-01,FR,mobile,organic_search,25-34,tracey27@example.org
1341,2024-01-16,CA,desktop,paid_search,55+,vrangel@example.net
1342,2024-01-01,DE,mobile,social_media,45-54,dillontorres@example.com
1343,2024-02-28,US,mobile,paid_search,35-44,matthewramirez@example.net
1344,2024-04-07,IN,mobile,social_media,18-24,hammondwillie@example.net
1345,2024-02-10,AE,desktop,paid_search,45-54,mcmillankevin@example.org
1346,2024-02-16,IN,desktop,social_media,35-44,stephanieperez@example.org
1347,2024-06-30,US,mobile,paid_search,45-54,ericle@example.net
1348,2024-03-10,DE,mobile,paid_search,55+,zcox@example.net
1349,2024-06-19,UK,mobile,social_media,25-34,newtonanthony@example.org
1350,2024-03-20,US,desktop,social_media,45-54,carpentercharles@example.net
1351,2024-05-15,AU,mobile,paid_search,18-24,kalvarez@example.net
1352,2024-01-01,CA,desktop,paid_search,55+,clarkjoseph@example.com
1353,2024-01-01,DE,mobile,paid_search,45-54,jacob51@example.org
1354,2024-01-01,BR,mobile,organic_search,25-34,rjames@example.com
1355,2024-01-01,US,desktop,organic_search,18-24,ronaldfrey@example.net
1356,2024-01-01,US,desktop,social_media,18-24,nwallace@example.org
1357,2024-02-25,CA,mobile,social_media,45-54,kerri89@example.org
1358,2024-01-01,US,mobile,organic_search,35-44,walkerheidi@example.net
1359,2024-01-14,UK,desktop,organic_search,45-54,snowstephanie@example.net
1360,2024-01-01,AU,desktop,paid_search,35-44,kimberlysmith@example.com
1361,2024-01-01,CA,desktop,paid_search,45-54,lauramoody@example.com
1362,2024-05-25,SG,mobile,direct,55+,richardsjeffrey@example.net
1363,2024-01-01,US,desktop,referral,45-54,ayersmiranda@example.net
1364,2024-01-01,CA,tablet,email,55+,swright@example.com
1365,2024-01-01,CA,desktop,social_media,55+,larsenshannon@example.net
1366,2024-03-04,IN,desktop,organic_search,35-44,angela10@example.com
1367,2024-03-19,FR,mobile,social_media,25-34,michellehughes@example.com
1368,2024-02-02,IN,mobile,paid_search,55+,ureed@example.net
1369,2024-01-01,AE,mobile,social_media,25-34,jlee@example.org
1370,2024-04-25,UK,mobile,direct,45-54,stephaniehowe@example.com
1371,2024-01-01,BR,mobile,social_media,45-54,georgeyolanda@example.net
1372,2024-04-19,DE,desktop,organic_search,45-54,emily92@example.org
1373,2024-01-01,US,mobile,email,45-54,mhowell@example.com
1374,2024-01-31,IN,mobile,organic_search,25-34,guerrerojerry@example.com
1375,2024-02-01,US,desktop,organic_search,55+,danielle32@example.org
1376,2024-01-01,IN,desktop,organic_search,25-34,jacksonmadison@example.net
1377,2024-01-01,IN,mobile,paid_search,18-24,williamsryan@example.org
1378,2024-01-01,US,desktop,organic_search,35-44,william78@example.org
1379,2024-06-06,UK,mobile,organic_search,45-54,david19@example.com
1380,2024-01-01,US,mobile,paid_search,35-44,brianchavez@example.org
1381,2024-01-01,AE,mobile,paid_search,18-24,ohouston@example.org
1382,2024-01-24,BR,mobile,organic_search,18-24,royrichard@example.net
1383,2024-04-22,DE,tablet,social_media,55+,david67@example.org
1384,2024-03-29,US,mobile,organic_search,18-24,feliciawilson@example.net
1385,2024-01-01,IN,mobile,paid_search,25-34,christinediaz@example.org
1386,2024-02-06,US,desktop,organic_search,35-44,amandamolina@example.org
1387,2024-02-15,IN,mobile,organic_search,55+,lalexander@example.org
1388,2024-01-12,AU,desktop,social_media,45-54,psanchez@example.net
1389,2024-06-18,US,desktop,email,25-34,martin46@example.net
1390,2024-01-06,IN,desktop,paid_search,55+,solomonpamela@example.org
1391,2024-01-01,SG,mobile,referral,25-34,nadams@example.net
1392,2024-01-01,UK,desktop,referral,35-44,mikehardy@example.net
1393,2024-06-19,US,mobile,direct,45-54,anthonyamanda@example.net
1394,2024-01-01,AE,desktop,referral,35-44,alexisgraham@example.com
1395,2024-01-01,US,mobile,organic_search,25-34,julie84@example.com
1396,2024-01-01,AE,mobile,direct,45-54,edillon@example.org
1397,2024-01-01,US,desktop,email,45-54,zbarton@example.net
1398,2024-03-02,DE,tablet,paid_search,45-54,david22@example.com
1399,2024-01-01,FR,mobile,social_media,35-44,omartin@example.com
1400,2024-02-05,CA,mobile,email,45-54,kylerobinson@example.org
1401,2024-06-24,US,desktop,social_media,45-54,taylormichelle@example.net
1402,2024-05-28,US,mobile,social_media,35-44,emma24@example.org
1403,2024-04-24,US,desktop,social_media,25-34,joshua53@example.org
1404,2024-05-04,AU,mobile,paid_search,45-54,whitecarolyn@example.org
1405,2024-01-01,US,mobile,direct,35-44,robertsallison@example.org
1406,2024-01-01,US,desktop,paid_search,45-54,hallmonica@example.net
1407,2024-04-22,US,tablet,referral,55+,ywebb@example.org
1408,2024-05-20,US,desktop,paid_search,35-44,uhays@example.org
1409,2024-06-28,SG,desktop,social_media,55+,huangdonald@example.net
1410,2024-01-01,US,tablet,organic_search,55+,jeremyfisher@example.org
1411,2024-01-01,US,mobile,email,45-54,thomas41@example.net
1412,2024-06-13,UK,desktop,organic_search,35-44,jacosta@example.com
1413,2024-01-01,DE,desktop,paid_search,25-34,uritter@example.org
1414,2024-05-07,US,mobile,email,25-34,davissabrina@example.com
1415,2024-02-04,US,mobile,organic_search,35-44,aguerrero@example.net
1416,2024-01-01,CA,tablet,paid_search,45-54,diamondparker@example.net
1417,2024-01-01,US,desktop,paid_search,45-54,qmoon@example.org
1418,2024-06-20,US,desktop,paid_search,55+,shogan@example.net
1419,2024-01-01,US,mobile,organic_search,25-34,william22@example.org
1420,2024-03-02,AE,tablet,referral,55+,hholmes@example.com
1421,2024-01-01,US,mobile,paid_search,45-54,keith99@example.net
1422,2024-06-12,IN,tablet,social_media,55+,allisonscott@example.net
1423,2024-01-01,US,mobile,referral,45-54,ashleyallen@example.com
1424,2024-01-01,US,mobile,paid_search,35-44,lukeshaw@example.org
1425,2024-01-01,IN,tablet,paid_search,35-44,chad15@example.com
1426,2024-01-05,BR,desktop,direct,55+,brittneymahoney@example.com
1427,2024-01-01,UK,mobile,organic_search,45-54,amber37@example.org
1428,2024-01-01,UK,tablet,social_media,45-54,nelsonsamuel@example.net
1429,2024-01-01,US,desktop,organic_search,45-54,vferguson@example.com
1430,2024-01-01,US,mobile,organic_search,45-54,iromero@example.net
1431,2024-01-01,IN,tablet,social_media,45-54,bbowman@example.net
1432,2024-03-13,US,mobile,organic_search,35-44,qserrano@example.net
1433,2024-01-01,US,desktop,direct,55+,taylor28@example.com
1434,2024-01-01,UK,mobile,organic_search,18-24,joseph97@example.com
1435,2024-03-30,DE,desktop,referral,25-34,mmason@example.org
1436,2024-03-16,AU,mobile,organic_search,18-24,diazsusan@example.org
1437,2024-01-22,IN,tablet,organic_search,35-44,torresjeremy@example.com
1438,2024-01-01,US,mobile,email,45-54,christopherclark@example.org
1439,2024-02-22,CA,desktop,social_media,35-44,felicia37@example.org
1440,2024-01-01,CA,tablet,paid_search,55+,porterjean@example.net
1441,2024-01-01,US,desktop,social_media,35-44,pkennedy@example.com
1442,2024-01-01,DE,mobile,social_media,18-24,ashley35@example.net
1443,2024-01-25,US,desktop,email,45-54,youngheather@example.org
1444,2024-01-01,US,desktop,paid_search,45-54,edwardsbrandy@example.org
1445,2024-01-01,CA,tablet,organic_search,35-44,julie81@example.com
1446,2024-03-12,FR,mobile,referral,55+,xsnyder@example.org
1447,2024-01-01,IN,desktop,paid_search,25-34,holmesjacqueline@example.org
1448,2024-03-11,IN,desktop,organic_search,55+,thomas17@example.org
1449,2024-02-06,US,mobile,paid_search,25-34,garrettchelsea@example.net
1450,2024-02-12,CA,desktop,social_media,45-54,dgordon@example.org
1451,2024-06-15,US,mobile,organic_search,45-54,melissa94@example.net
1452,2024-03-30,CA,mobile,paid_search,45-54,sarahryan@example.net
1453,2024-01-01,AE,mobile,organic_search,25-34,katherine05@example.org
1454,2024-06-19,AE,mobile,social_media,35-44,rebecca83@example.net
1455,2024-04-21,US,desktop,organic_search,18-24,courtneymorris@example.org
1456,2024-03-22,IN,desktop,social_media,55+,smithmarco@example.com
1457,2024-01-01,IN,mobile,email,18-24,davidbrown@example.net
1458,2024-01-01,DE,mobile,email,45-54,moorekimberly@example.com
1459,2024-01-01,US,mobile,paid_search,55+,melendezsarah@example.com
1460,2024-02-22,DE,mobile,direct,35-44,zacharyelliott@example.com
1461,2024-01-01,US,desktop,referral,35-44,thomasgabrielle@example.org
1462,2024-06-13,US,mobile,organic_search,18-24,ukelly@example.net
1463,2024-01-01,US,mobile,email,55+,edwardskenneth@example.org
1464,2024-03-10,IN,mobile,social_media,45-54,scott28@example.org
1465,2024-01-01,US,desktop,organic_search,18-24,johnhanson@example.com
1466,2024-06-25,BR,mobile,organic_search,25-34,mcdanieljoseph@example.org
1467,2024-06-01,US,mobile,direct,55+,amandadean@example.com
1468,2024-01-01,US,mobile,organic_search,45-54,lmartinez@example.net
1469,2024-01-01,US,tablet,email,45-54,michael53@example.net
1470,2024-03-09,IN,mobile,social_media,25-34,twelch@example.com
1471,2024-01-01,UK,mobile,organic_search,18-24,hernandezcraig@example.com
1472,2024-01-01,CA,mobile,referral,45-54,perezbrian@example.net
1473,2024-04-26,CA,mobile,paid_search,45-54,karibradley@example.org
1474,2024-01-25,UK,mobile,social_media,45-54,jameswilliams@example.org
1475,2024-01-01,AU,mobile,paid_search,35-44,kimberlyallen@example.net
1476,2024-04-13,US,mobile,paid_search,45-54,stonemariah@example.org
1477,2024-01-01,UK,tablet,paid_search,45-54,cordovasara@example.org
1478,2024-01-01,US,mobile,paid_search,45-54,michael57@example.org
1479,2024-01-01,UK,mobile,email,55+,gfrazier@example.net
1480,2024-06-05,IN,mobile,email,45-54,jessicagreer@example.org
1481,2024-02-03,FR,mobile,email,45-54,richard35@example.com
1482,2024-01-01,CA,desktop,email,45-54,mooreadam@example.net
1483,2024-01-01,US,desktop,paid_search,45-54,thompsonisaiah@example.com
1484,2024-03-13,IN,desktop,organic_search,18-24,stanleyemily@example.com
1485,2024-01-04,AE,desktop,organic_search,55+,petersregina@example.net
1486,2024-01-01,FR,desktop,organic_search,25-34,vasquezalison@example.net
1487,2024-01-01,UK,mobile,referral,35-44,jamesnelson@example.net
1488,2024-01-01,DE,mobile,direct,55+,browndavid@example.com
1489,2024-05-09,AU,mobile,referral,45-54,kimberly90@example.net
1490,2024-02-24,BR,mobile,referral,55+,johnsonalex@example.org
1491,2024-05-12,DE,tablet,direct,18-24,taylorcharles@example.net
1492,2024-03-20,US,mobile,direct,35-44,heatherreyes@example.net
1493,2024-01-01,DE,mobile,email,45-54,rebeccaclark@example.net
1494,2024-01-01,US,desktop,direct,18-24,zsmith@example.org
1495,2024-01-01,IN,mobile,email,25-34,daniel72@example.org
1496,2024-03-03,IN,mobile,organic_search,35-44,michael48@example.org
1497,2024-02-02,IN,mobile,organic_search,55+,karenflores@example.net
1498,2024-02-05,DE,desktop,paid_search,45-54,mroberson@example.com
1499,2024-02-24,BR,mobile,email,18-24,espinozalindsey@example.org
1500,2024-02-16,US,desktop,direct,18-24,geraldmartin@example.org
1501,2024-01-01,IN,mobile,email,45-54,kaitlin05@example.net
1502,2024-01-01,IN,desktop,referral,25-34,wdillon@example.org
1503,2024-04-24,US,mobile,email,55+,andrewsmatthew@example.net
1504,2024-01-01,IN,mobile,email,35-44,sarah70@example.com
1505,2024-01-01,AE,desktop,organic_search,55+,hdaniels@example.com
1506,2024-05-12,BR,mobile,paid_search,25-34,pquinn@example.com
1507,2024-04-08,CA,mobile,paid_search,35-44,hramos@example.org
1508,2024-06-01,IN,desktop,paid_search,18-24,connie79@example.org
1509,2024-04-05,IN,mobile,email,25-34,kristen62@example.net
1510,2024-03-27,BR,desktop,organic_search,55+,frederickmark@example.org
1511,2024-01-01,UK,mobile,organic_search,18-24,nmcpherson@example.com
1512,2024-04-06,CA,desktop,email,45-54,cgoodwin@example.net
1513,2024-03-19,US,desktop,paid_search,55+,vickie14@example.org
1514,2024-01-02,US,mobile,referral,45-54,john60@example.net
1515,2024-01-01,UK,desktop,paid_search,25-34,ashleyburton@example.net
1516,2024-04-27,UK,mobile,social_media,55+,angela24@example.com
1517,2024-05-04,US,desktop,social_media,55+,tracijohnson@example.org
1518,2024-06-13,US,desktop,email,18-24,ywoods@example.net
1519,2024-01-01,UK,desktop,email,45-54,ryan05@example.com
1520,2024-01-01,US,mobile,paid_search,18-24,diane24@example.net
1521,2024-01-01,IN,desktop,organic_search,18-24,brandimartin@example.org
1522,2024-01-10,AU,mobile,social_media,45-54,thomasochoa@example.net
1523,2024-01-01,CA,mobile,referral,45-54,mmiller@example.net
1524,2024-02-03,FR,desktop,organic_search,45-54,inunez@example.org
1525,2024-01-01,BR,mobile,social_media,25-34,ortizpatrick@example.com
1526,2024-02-23,IN,mobile,referral,35-44,hilltammy@example.net
1527,2024-01-01,CA,mobile,organic_search,55+,gutierrezcarolyn@example.net
1528,2024-01-01,US,desktop,paid_search,35-44,brian38@example.com
1529,2024-01-01,US,desktop,organic_search,55+,amoody@example.org
1530,2024-02-05,US,mobile,direct,25-34,brownrachel@example.net
1531,2024-01-01,FR,mobile,organic_search,35-44,justin20@example.com
1532,2024-01-01,SG,mobile,social_media,55+,lwilliams@example.org
1533,2024-02-21,AE,mobile,paid_search,55+,kayla09@example.net
1534,2024-01-01,DE,mobile,paid_search,45-54,leecarla@example.com
1535,2024-06-10,IN,mobile,paid_search,55+,jonathan81@example.net
1536,2024-06-09,CA,desktop,direct,35-44,thill@example.com
1537,2024-04-06,US,mobile,paid_search,35-44,thomasraymond@example.com
1538,2024-05-30,US,desktop,organic_search,35-44,molinasteven@example.net
1539,2024-04-17,CA,mobile,organic_search,55+,diane25@example.com
1540,2024-04-07,UK,desktop,social_media,25-34,rbarton@example.net
1541,2024-03-04,UK,desktop,social_media,55+,nicholas01@example.org
1542,2024-01-01,BR,desktop,organic_search,55+,xwaters@example.org
1543,2024-02-17,US,mobile,paid_search,55+,elliottmelissa@example.org
1544,2024-01-01,UK,tablet,paid_search,25-34,brightryan@example.org
1545,2024-02-02,US,mobile,paid_search,18-24,webbdavid@example.com
1546,2024-01-01,BR,mobile,paid_search,25-34,jacquelinesimon@example.net
1547,2024-01-01,DE,desktop,referral,25-34,kelly17@example.org
1548,2024-01-01,CA,desktop,organic_search,18-24,chelsea99@example.com
1549,2024-01-01,IN,desktop,paid_search,35-44,swilliamson@example.com
1550,2024-01-01,IN,mobile,organic_search,25-34,kevin12@example.org
1551,2024-01-01,DE,mobile,paid_search,55+,fjordan@example.net
1552,2024-01-18,BR,desktop,paid_search,55+,hutchinsonrobert@example.com
1553,2024-01-29,US,desktop,social_media,18-24,michael23@example.org
1554,2024-01-01,UK,mobile,organic_search,55+,tammiereyes@example.com
1555,2024-06-02,DE,desktop,paid_search,18-24,williamsdenise@example.org
1556,2024-05-25,UK,mobile,organic_search,55+,marie85@example.com
1557,2024-01-01,DE,mobile,paid_search,55+,vsmith@example.com
1558,2024-02-21,US,mobile,referral,55+,dominique80@example.com
1559,2024-01-01,CA,desktop,organic_search,45-54,brianbaker@example.org
1560,2024-01-01,CA,mobile,paid_search,35-44,lisasmith@example.net
1561,2024-05-23,US,mobile,paid_search,25-34,ncooley@example.org
1562,2024-04-03,UK,desktop,paid_search,18-24,richard34@example.net
1563,2024-01-01,DE,tablet,direct,25-34,boylelindsay@example.com
1564,2024-05-12,UK,mobile,direct,35-44,noahcole@example.net
1565,2024-05-25,US,mobile,paid_search,25-34,tonywood@example.net
1566,2024-06-08,BR,desktop,paid_search,55+,pgross@example.org
1567,2024-01-01,US,mobile,social_media,18-24,shelley44@example.org
1568,2024-05-11,IN,tablet,social_media,45-54,robertcooper@example.org
1569,2024-04-14,AE,mobile,email,55+,ravenrhodes@example.org
1570,2024-01-01,DE,mobile,organic_search,18-24,traceybell@example.org
1571,2024-06-12,IN,desktop,referral,45-54,davidherman@example.org
1572,2024-05-07,IN,desktop,email,18-24,xcaldwell@example.com
1573,2024-01-01,IN,tablet,paid_search,25-34,evanskevin@example.org
1574,2024-01-01,DE,mobile,email,25-34,alexandrasanders@example.com
1575,2024-01-01,FR,mobile,direct,25-34,elee@example.net
1576,2024-01-01,BR,tablet,organic_search,45-54,anne53@example.org
1577,2024-06-29,AU,desktop,organic_search,45-54,qdonovan@example.com
1578,2024-01-01,SG,mobile,paid_search,55+,jperry@example.net
1579,2024-01-01,CA,mobile,email,55+,michael49@example.net
1580,2024-01-01,US,desktop,organic_search,35-44,bobbysoto@example.com
1581,2024-04-21,SG,mobile,email,35-44,cedwards@example.org
1582,2024-01-01,SG,desktop,referral,55+,ramosedward@example.net
1583,2024-05-14,US,mobile,paid_search,45-54,lee52@example.com
1584,2024-05-28,AU,mobile,direct,35-44,carterkathryn@example.com
1585,2024-02-11,SG,mobile,organic_search,55+,lindamoore@example.com
1586,2024-02-28,UK,mobile,organic_search,25-34,jennifer95@example.org
1587,2024-01-01,US,mobile,paid_search,18-24,lisahunter@example.org
1588,2024-01-21,US,desktop,social_media,18-24,erinhill@example.com
